Date,Project_ID,Project_Name,Planned_Spend,Actual_Spend,Cumulative_Planned_Spend,Cumulative_Actual_Spend,Financial_Variance
2024-10-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533051,1143801,10701419,11066717,365298
2024-11-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1916314,12228482,12983031,754549
2024-12-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527064,1359386,13755546,14342417,586871
2025-01-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1305489,15282609,15647906,365297
2025-02-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533052,3018196,16815661,18666102,1850441
2025-03-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1209673,18342724,19875775,1533051
2025-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,269482,19869787,20145257,275470
2025-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,3173896,21396850,23319153,1922303
2025-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,790480,22923913,24109633,1185720
2025-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533052,2485220,24456965,26594853,2137888
2025-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1407294,25984028,28002147,2018119
2025-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,802457,27511091,28804604,1293513
2025-10-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527064,736583,29038155,29541187,503032
2025-11-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533051,2143877,30571206,31685064,1113858
2025-12-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,2197773,32098269,33882837,1784568
2026-01-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527064,1802534,33625333,35685371,2060038
2026-02-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,802457,35152396,36487828,1335432
2026-03-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533051,1353397,36685447,37841225,1155778
2026-04-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527064,3108022,38212511,40949247,2736736
2026-05-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1934280,39739574,42883527,3143953
2026-06-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,616814,41266637,43500341,2233704
2026-07-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1533052,844376,42799689,44344717,1545028
2026-08-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,1826488,44326752,46171205,1844453
2026-09-01,JED-PROJ-045,Al Balad Prince Fawaz Waterfront Enhancement,1527063,16919241,45853815,63090446,17236631
2027-04-03,JED-PROJ-046,King Abdulaziz Road Al Safa Waterfront Enhancement,0,26020554,0,26020554,26020554
2027-08-09,JED-PROJ-047,Prince Majed Corridor Al Hamdaniyah Urban Gateway Upgrade,0,7514294,0,7514294,7514294
2025-01-16,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,0,268212,0,268212,268212
2025-02-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,3003972,268212,-2735760
2025-03-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,268212,5994533,536424,-5458109
2025-04-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,8998505,536424,-8462081
2025-05-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,11989066,536424,-11452642
2025-06-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,14993038,536424,-14456614
2025-07-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,17983599,536424,-17447175
2025-08-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,20987571,536424,-20451147
2025-09-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,23978132,536424,-23441708
2025-10-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,26982104,536424,-26445680
2025-11-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,29972665,536424,-29436241
2025-12-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,32976637,536424,-32440213
2026-01-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,35967198,536424,-35430774
2026-02-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,38971170,536424,-38434746
2026-03-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,41961731,536424,-41425307
2026-04-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,44965703,536424,-44429279
2026-05-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,47956264,536424,-47419840
2026-06-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,0,50960236,536424,-50423812
2026-07-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990562,0,53950798,536424,-53414374
2026-08-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,2990561,0,56941359,536424,-56404935
2026-09-01,JED-PROJ-048,Haramain Gateway Al Jamiah District Revitalization,3003972,44205550,59945331,44741974,-15203357
2025-09-27,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,0,0,0,0,0
2025-10-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148124,6134591,5148124,6134591,986467
2025-11-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5163538,6196246,10311662,12330837,2019175
2025-12-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148125,7121058,15459787,19451895,3992108
2026-01-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148124,8770308,20607911,28222203,7614292
2026-02-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5163538,4408274,25771449,32630477,6859028
2026-03-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148124,8246247,30919573,40876724,9957151
2026-04-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148125,6242486,36067698,47119210,11051512
2026-05-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5163538,7799255,41231236,54918465,13687229
2026-06-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148124,8261660,46379360,63180125,16800765
2026-07-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148125,5625945,51527485,68806070,17278585
2026-08-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5163538,3868800,56691023,72674870,15983847
2026-09-01,JED-PROJ-049,Northern Jeddah Al Hamra Urban Gateway Upgrade,5148124,0,61839147,36391960,-25447187
2022-10-12,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,0,0,0,0,0
2022-11-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1226560,1056204,1226560,170356
2022-12-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,102213,2117276,1328773,-788503
2023-01-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1839840,3173480,3168613,-4867
2023-02-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1231427,4234552,4400040,165488
2023-03-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,598678,5290756,4998718,-292038
2023-04-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1825238,6346960,6823956,476996
2023-05-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,0,7408032,6823956,-584076
2023-06-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,895583,8464236,7719539,-744697
2023-07-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,2204887,9525307,9924426,399119
2023-08-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,647351,10581512,10571777,-9735
2023-09-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1396915,11637716,11968692,330976
2023-10-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,613280,12698788,12581972,-116816
2023-11-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,730095,13754992,13312067,-442925
2023-12-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,2058869,14811196,15370936,559740
2024-01-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1027000,15872268,16397936,525668
2024-02-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,871247,16928472,17269183,340711
2024-03-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,321242,17989543,17590425,-399118
2024-04-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,1615944,19045748,19206369,160621
2024-05-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,652218,20101952,19858587,-243365
2024-06-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,588943,21163023,20447530,-715493
2024-07-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,2501793,22219228,22949323,730095
2024-08-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,0,23280299,22949323,-330976
2024-09-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,2175683,24336504,25125006,788502
2024-10-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,175223,25392708,25300229,-92479
2024-11-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,598678,26453779,25898907,-554872
2024-12-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,1684086,27509984,27582993,73009
2025-01-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,1640280,28571055,29223273,652218
2025-02-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,812840,29627259,30036113,408854
2025-03-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,1187621,30683464,31223734,540270
2025-04-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,798237,31744535,32021971,277436
2025-05-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1114612,32800739,33136583,335844
2025-06-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1333641,33861811,34470224,608413
2025-07-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,9734,34918015,34479958,-438057
2025-08-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1474792,35974219,35954750,-19469
2025-09-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,588944,37035291,36543694,-491597
2025-10-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,2404446,38091495,38948140,856645
2025-11-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056205,978328,39147700,39926468,778768
2025-12-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061071,0,40208771,39926468,-282303
2026-01-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1698688,41264975,41625156,360181
2026-02-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1445588,42326047,43070744,744697
2026-03-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,0,43382251,43070744,-311507
2026-04-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1489394,44438455,44560138,121683
2026-05-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1664617,45499527,46224755,725228
2026-06-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,0,46555731,46224755,-330976
2026-07-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1061072,1737626,47616803,47962381,345578
2026-08-01,JED-PROJ-050,Southern Jeddah Al Rowais Neighborhood Renewal,1056204,1528378,48673007,49490759,817752
2025-04-13,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,0,8867246,0,8867246,8867246
2025-05-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,23066431,21849358,31933677,10084319
2025-06-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,21559579,43698716,53493256,9794540
2025-07-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21791403,12344598,65490119,65837854,347735
2025-08-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,30195001,87339477,96032855,8693378
2025-09-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,21733447,109188835,117766302,8577467
2025-10-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,11185480,131038193,128951782,-2086411
2025-11-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,32745060,152887551,161696842,8809291
2025-12-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,5563762,174736909,167260604,-7476305
2026-01-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21791403,33788265,196528312,201048869,4520557
2026-02-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,14488964,218377670,215537833,-2839837
2026-03-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,19878859,240227028,235416692,-4810336
2026-04-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,21153888,262076386,256570580,-5505806
2026-05-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,35063293,283925744,291633873,7708129
2026-06-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849359,14662832,305775103,306296705,521602
2026-07-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21791402,30195002,327566505,336491707,8925202
2026-08-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,8345643,349415863,344837350,-4578513
2026-09-01,JED-PROJ-051,Eastern Jeddah Al Zahra Public Realm Improvement,21849358,0,371265221,338041630,-33223591
2025-06-05,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,0,421278,0,421278,421278
2025-07-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,16580301,14353546,17001579,2648033
2025-08-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,8726475,28707092,25728054,-2979038
2025-09-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353545,17182127,43060637,42910181,-150456
2025-10-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,16640484,57414183,59550665,2136482
2025-11-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,10923138,71767729,70473803,-1293926
2025-12-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,9719487,86121275,80193290,-5927985
2026-01-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353545,11585147,100474820,91778437,-8696383
2026-02-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14323455,22989746,114798275,114768183,-30092
2026-03-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,4664151,129151821,119432334,-9719487
2026-04-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353545,23080020,143505366,142512354,-993012
2026-05-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,10110673,157858912,152623027,-5235885
2026-06-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,18295505,172212458,170918532,-1293926
2026-07-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,12307338,186566004,183225870,-3340134
2026-08-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353545,16008567,200919549,199234437,-1685112
2026-09-01,JED-PROJ-052,Western Jeddah Al Rawabi Urban Regeneration,14353546,20727343,215273095,219961780,4688685
2023-08-27,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,0,5583192,0,5583192,5583192
2023-09-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,10526643,18145374,16109835,-2035539
2023-10-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,19831963,36348906,35941798,-407108
2023-11-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,21227761,54552438,57169559,2617121
2023-12-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,23379616,72697812,80549175,7851363
2024-01-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,20471704,90843186,101020879,10177693
2024-02-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,13667189,109046718,114688068,5641350
2024-03-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,10817434,127250250,125505502,-1744748
2024-04-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,18261691,145395624,143767193,-1628431
2024-05-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145373,24775414,163540997,168542607,5001610
2024-06-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,7735047,181744529,176277654,-5466875
2024-07-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,15470094,199948061,191747748,-8200313
2024-08-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,23321458,218093435,215069206,-3024229
2024-09-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,16749576,236238809,231818782,-4420027
2024-10-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,18378007,254442341,250196789,-4245552
2024-11-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,16865892,272645873,267062681,-5583192
2024-12-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,14132455,290791247,281195136,-9596111
2025-01-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,17680108,308936621,298875244,-10061377
2025-02-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,38500761,327140153,337376005,10235852
2025-03-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,6397407,345343685,343773412,-1570273
2025-04-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,17273000,363489059,361046412,-2442647
2025-05-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,24368307,381634433,385414719,3780286
2025-06-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,8549262,399837965,393963981,-5873984
2025-07-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,33440994,418041497,427404975,9363478
2025-08-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145373,14772195,436186870,442177170,5990300
2025-09-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,3605812,454332244,445782982,-8549262
2025-10-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,25008047,472535776,470791029,-1744747
2025-11-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18203532,27857801,490739308,498648830,7909522
2025-12-01,JED-PROJ-053,Central Jeddah Al Baghdadiyah District Revitalization,18145374,19541172,508884682,518190002,9305320
